0.48063, 0.43774
1.49845, 0.5603
2.51626, 0.7179
3.53407, 0.82296
4.55188, 0.85214
5.56969, 0.85798
6.5875, 0.86381
7.49223, 0.83463
8.51004, 0.72957
9.52785, 0.61284
10.54566, 0.51362
11.56347, 0.40856
12.58128, 0.33852
13.48601, 0.26848
14.50382, 0.20428
15.52163, 0.15175
16.53944, 0.10506
17.55725, 0.07588
18.57506, 0.04669
19.59288, 0.02335
20.4976, 0.01167
21.51541, 5.83658e-3
22.53322, 0.
23.55103, -0.02335
24.56884, -0.02918
25.58666, -0.04086
26.49138, -0.05253
27.50919, -0.05837
28.527, -0.0642
29.54481, -0.08171
30.56262, -0.09339
31.58043, -0.09922
32.48516, -0.11089
33.50297, -0.11673
34.52078, -0.1284
35.53859, -0.14591
36.5564, -0.15759
37.57422, -0.18093
38.59202, -0.20428
39.49675, -0.22179
40.51456, -0.23346
41.53237, -0.26265
42.55018, -0.28599
43.568, -0.31518
44.58581, -0.34436
45.49053, -0.37938
46.50834, -0.4144
47.52615, -0.44357
48.54396, -0.49027
49.56178, -0.53696
50.57959, -0.57198
51.48431, -0.60117
52.50212, -0.61868
53.51993, -0.64786
54.53773, -0.6537
55.55556, -0.6537
56.57337, -0.63619
57.59118, -0.60117
58.4959, -0.5603
59.51371, -0.4786
60.53152, -0.42023
61.54934, -0.35603
62.56715, -0.27432
63.58496, -0.20428
64.48968, -0.15175
65.50749, -0.10506
66.5253, -0.07004
67.54312, -0.04086
68.56093, -0.02335
69.57874, -0.01167
70.48346, 5.83658e-3
71.50126, 5.83658e-3
72.51908, 0.01751
73.5369, 0.01751
74.55471, 0.01751
75.57252, 0.01751
76.59033, 0.01751
77.49505, 0.01751
78.51285, 5.83658e-3
79.53068, 0.
80.54849, 0.
81.5663, -5.83658e-3
82.58411, -0.01751
83.48883, -0.02918
84.50664, -0.03502
85.52446, -0.04086
86.54227, -0.03502
87.56008, -0.02918
88.57789, -0.01167
89.48261, 0.01751
90.50042, 0.05253
91.51824, 0.09339
92.53605, 0.14008
93.55386, 0.19261
94.57167, 0.27432
95.58948, 0.33267
96.4942, 0.35603
97.51202, 0.36187
98.52983, 0.3677
99.54764, 0.4144
